cell_id,dataset,n_train,method,seed,tuning_budget,status,metric,value
credit_default__n10000__marginals__seed0__budget0,credit_default,10000,marginals,0,0,ok,cost_fit_seconds,0.0013788750002277084
credit_default__n10000__marginals__seed1__budget0,credit_default,10000,marginals,1,0,ok,cost_fit_seconds,0.0005936250017839484
credit_default__n10000__marginals__seed2__budget0,credit_default,10000,marginals,2,0,ok,cost_fit_seconds,0.0005950840059085749
credit_default__n10000__marginals__seed3__budget0,credit_default,10000,marginals,3,0,ok,cost_fit_seconds,0.0005670000027748756
credit_default__n10000__marginals__seed4__budget0,credit_default,10000,marginals,4,0,ok,cost_fit_seconds,0.0005784999957541004
credit_default__n10000__real_subsample__seed0__budget0,credit_default,10000,real_subsample,0,0,ok,cost_fit_seconds,0.0013782919995719567
credit_default__n10000__real_subsample__seed1__budget0,credit_default,10000,real_subsample,1,0,ok,cost_fit_seconds,0.0004453750007087365
credit_default__n10000__real_subsample__seed2__budget0,credit_default,10000,real_subsample,2,0,ok,cost_fit_seconds,0.00042720799683593214
credit_default__n10000__real_subsample__seed3__budget0,credit_default,10000,real_subsample,3,0,ok,cost_fit_seconds,0.00046845799806760624
credit_default__n10000__real_subsample__seed4__budget0,credit_default,10000,real_subsample,4,0,ok,cost_fit_seconds,0.0004928749985992908
credit_default__n10000__smote__seed0__budget20,credit_default,10000,smote,0,20,ok,cost_fit_seconds,0.06686895900202217
credit_default__n10000__smote__seed1__budget20,credit_default,10000,smote,1,20,ok,cost_fit_seconds,0.06486183400556911
credit_default__n10000__smote__seed2__budget20,credit_default,10000,smote,2,20,ok,cost_fit_seconds,0.0653652080000029
credit_default__n10000__smote__seed3__budget20,credit_default,10000,smote,3,20,ok,cost_fit_seconds,0.06661837499996182
credit_default__n10000__smote__seed4__budget20,credit_default,10000,smote,4,20,ok,cost_fit_seconds,0.06688495799608063
credit_default__n10000__tabddpm__seed0__budget20,credit_default,10000,tabddpm,0,20,ok,cost_fit_seconds,64.88670287500281
credit_default__n10000__tabddpm__seed1__budget20,credit_default,10000,tabddpm,1,20,ok,cost_fit_seconds,64.83822695799608
credit_default__n10000__tabddpm__seed2__budget20,credit_default,10000,tabddpm,2,20,ok,cost_fit_seconds,65.06036970800051
credit_default__n10000__tabddpm__seed3__budget20,credit_default,10000,tabddpm,3,20,ok,cost_fit_seconds,68.9115141250004
credit_default__n10000__tabddpm__seed4__budget20,credit_default,10000,tabddpm,4,20,ok,cost_fit_seconds,67.60979887500434
credit_default__n10000__tvae__seed0__budget20,credit_default,10000,tvae,0,20,ok,cost_fit_seconds,71.79512637500011
credit_default__n10000__tvae__seed1__budget20,credit_default,10000,tvae,1,20,ok,cost_fit_seconds,71.81400149999536
credit_default__n10000__tvae__seed2__budget20,credit_default,10000,tvae,2,20,ok,cost_fit_seconds,72.012705000001
credit_default__n10000__tvae__seed3__budget20,credit_default,10000,tvae,3,20,ok,cost_fit_seconds,71.49293429200043
credit_default__n10000__tvae__seed4__budget20,credit_default,10000,tvae,4,20,ok,cost_fit_seconds,72.10245541699987
credit_default__n10000__ucsmote__seed0__budget20,credit_default,10000,ucsmote,0,20,ok,cost_fit_seconds,0.10492308299581055
credit_default__n10000__ucsmote__seed1__budget20,credit_default,10000,ucsmote,1,20,ok,cost_fit_seconds,0.11101312499522464
credit_default__n10000__ucsmote__seed2__budget20,credit_default,10000,ucsmote,2,20,ok,cost_fit_seconds,0.10333041699777823
credit_default__n10000__ucsmote__seed3__budget20,credit_default,10000,ucsmote,3,20,ok,cost_fit_seconds,0.10474654199788347
credit_default__n10000__ucsmote__seed4__budget20,credit_default,10000,ucsmote,4,20,ok,cost_fit_seconds,0.10290108299523126
credit_default__n1000__copula__seed0__budget0,credit_default,1000,copula,0,0,ok,cost_fit_seconds,0.4112406669955817
credit_default__n1000__copula__seed1__budget0,credit_default,1000,copula,1,0,ok,cost_fit_seconds,0.45607408299838426
credit_default__n1000__copula__seed2__budget0,credit_default,1000,copula,2,0,ok,cost_fit_seconds,0.4334196659983718
credit_default__n1000__copula__seed3__budget0,credit_default,1000,copula,3,0,ok,cost_fit_seconds,0.432954083000368
credit_default__n1000__copula__seed4__budget0,credit_default,1000,copula,4,0,ok,cost_fit_seconds,0.4273035410005832
credit_default__n1000__ctgan__seed0__budget20,credit_default,1000,ctgan,0,20,ok,cost_fit_seconds,19.057694291994267
credit_default__n1000__ctgan__seed1__budget20,credit_default,1000,ctgan,1,20,ok,cost_fit_seconds,18.91082195800118
credit_default__n1000__ctgan__seed2__budget20,credit_default,1000,ctgan,2,20,ok,cost_fit_seconds,18.90324720799981
credit_default__n1000__ctgan__seed3__budget20,credit_default,1000,ctgan,3,20,ok,cost_fit_seconds,19.3742423329968
credit_default__n1000__ctgan__seed4__budget20,credit_default,1000,ctgan,4,20,ok,cost_fit_seconds,18.912797999997565
credit_default__n1000__marginals__seed0__budget0,credit_default,1000,marginals,0,0,ok,cost_fit_seconds,0.0016084999951999635
credit_default__n1000__marginals__seed1__budget0,credit_default,1000,marginals,1,0,ok,cost_fit_seconds,0.0005554579984163865
credit_default__n1000__marginals__seed2__budget0,credit_default,1000,marginals,2,0,ok,cost_fit_seconds,0.0004976249983883463
credit_default__n1000__marginals__seed3__budget0,credit_default,1000,marginals,3,0,ok,cost_fit_seconds,0.0005221250030444935
credit_default__n1000__marginals__seed4__budget0,credit_default,1000,marginals,4,0,ok,cost_fit_seconds,0.0005272499984130263
credit_default__n1000__real_subsample__seed0__budget0,credit_default,1000,real_subsample,0,0,ok,cost_fit_seconds,0.0011612500020419247
credit_default__n1000__real_subsample__seed1__budget0,credit_default,1000,real_subsample,1,0,ok,cost_fit_seconds,0.0004283339949324727
credit_default__n1000__real_subsample__seed2__budget0,credit_default,1000,real_subsample,2,0,ok,cost_fit_seconds,0.0004084590036654845
credit_default__n1000__real_subsample__seed3__budget0,credit_default,1000,real_subsample,3,0,ok,cost_fit_seconds,0.0004189590035821311
credit_default__n1000__real_subsample__seed4__budget0,credit_default,1000,real_subsample,4,0,ok,cost_fit_seconds,0.0004215000008116476
credit_default__n1000__smote__seed0__budget20,credit_default,1000,smote,0,20,ok,cost_fit_seconds,0.030597208002291154
credit_default__n1000__smote__seed1__budget20,credit_default,1000,smote,1,20,ok,cost_fit_seconds,0.029489082997315563
credit_default__n1000__smote__seed2__budget20,credit_default,1000,smote,2,20,ok,cost_fit_seconds,0.02861687500262633
credit_default__n1000__smote__seed3__budget20,credit_default,1000,smote,3,20,ok,cost_fit_seconds,0.02891391699813539
credit_default__n1000__smote__seed4__budget20,credit_default,1000,smote,4,20,ok,cost_fit_seconds,0.029982791995280422
credit_default__n1000__tabddpm__seed0__budget20,credit_default,1000,tabddpm,0,20,ok,cost_fit_seconds,57.03338795800664
credit_default__n1000__tabddpm__seed1__budget20,credit_default,1000,tabddpm,1,20,ok,cost_fit_seconds,56.69156712500262
credit_default__n1000__tabddpm__seed2__budget20,credit_default,1000,tabddpm,2,20,ok,cost_fit_seconds,56.74702645900106
credit_default__n1000__tabddpm__seed3__budget20,credit_default,1000,tabddpm,3,20,ok,cost_fit_seconds,66.2164972909959
credit_default__n1000__tabddpm__seed4__budget20,credit_default,1000,tabddpm,4,20,ok,cost_fit_seconds,80.82141875000525
credit_default__n1000__tvae__seed0__budget20,credit_default,1000,tvae,0,20,ok,cost_fit_seconds,18.14380779199564
credit_default__n1000__tvae__seed1__budget20,credit_default,1000,tvae,1,20,ok,cost_fit_seconds,17.056890583000495
credit_default__n1000__tvae__seed2__budget20,credit_default,1000,tvae,2,20,ok,cost_fit_seconds,10.380876167000679
credit_default__n1000__tvae__seed3__budget20,credit_default,1000,tvae,3,20,ok,cost_fit_seconds,19.381748833002348
credit_default__n1000__tvae__seed4__budget20,credit_default,1000,tvae,4,20,ok,cost_fit_seconds,9.422392334003234
credit_default__n1000__ucsmote__seed0__budget20,credit_default,1000,ucsmote,0,20,ok,cost_fit_seconds,0.02834279200033052
credit_default__n1000__ucsmote__seed1__budget20,credit_default,1000,ucsmote,1,20,ok,cost_fit_seconds,0.02897550000488991
credit_default__n1000__ucsmote__seed2__budget20,credit_default,1000,ucsmote,2,20,ok,cost_fit_seconds,0.029030708996288013
credit_default__n1000__ucsmote__seed3__budget20,credit_default,1000,ucsmote,3,20,ok,cost_fit_seconds,0.03028558300138684
credit_default__n1000__ucsmote__seed4__budget20,credit_default,1000,ucsmote,4,20,ok,cost_fit_seconds,0.031222582998452708
credit_default__n2000__copula__seed0__budget0,credit_default,2000,copula,0,0,ok,cost_fit_seconds,1.2524454590020468
credit_default__n2000__copula__seed1__budget0,credit_default,2000,copula,1,0,ok,cost_fit_seconds,1.1253492499963613
credit_default__n2000__copula__seed2__budget0,credit_default,2000,copula,2,0,ok,cost_fit_seconds,1.1467551249952521
credit_default__n2000__copula__seed3__budget0,credit_default,2000,copula,3,0,ok,cost_fit_seconds,1.15651845800312
credit_default__n2000__copula__seed4__budget0,credit_default,2000,copula,4,0,ok,cost_fit_seconds,1.1270119170003454
credit_default__n2000__ctgan__seed0__budget20,credit_default,2000,ctgan,0,20,ok,cost_fit_seconds,37.17134608299966
credit_default__n2000__ctgan__seed1__budget20,credit_default,2000,ctgan,1,20,ok,cost_fit_seconds,36.23167329200078
credit_default__n2000__ctgan__seed2__budget20,credit_default,2000,ctgan,2,20,ok,cost_fit_seconds,37.350878833000024
credit_default__n2000__ctgan__seed3__budget20,credit_default,2000,ctgan,3,20,ok,cost_fit_seconds,37.144928165995225
credit_default__n2000__ctgan__seed4__budget20,credit_default,2000,ctgan,4,20,ok,cost_fit_seconds,36.96928116600611
credit_default__n2000__marginals__seed0__budget0,credit_default,2000,marginals,0,0,ok,cost_fit_seconds,0.0034182089948444627
credit_default__n2000__marginals__seed1__budget0,credit_default,2000,marginals,1,0,ok,cost_fit_seconds,0.0006446250044973567
credit_default__n2000__marginals__seed2__budget0,credit_default,2000,marginals,2,0,ok,cost_fit_seconds,0.0006267079952522181
credit_default__n2000__marginals__seed3__budget0,credit_default,2000,marginals,3,0,ok,cost_fit_seconds,0.0006273330000112765
credit_default__n2000__marginals__seed4__budget0,credit_default,2000,marginals,4,0,ok,cost_fit_seconds,0.0006667499983450398
credit_default__n2000__real_subsample__seed0__budget0,credit_default,2000,real_subsample,0,0,ok,cost_fit_seconds,0.0013544579996960238
credit_default__n2000__real_subsample__seed1__budget0,credit_default,2000,real_subsample,1,0,ok,cost_fit_seconds,0.00049458300054539
credit_default__n2000__real_subsample__seed2__budget0,credit_default,2000,real_subsample,2,0,ok,cost_fit_seconds,0.0005135000028531067
credit_default__n2000__real_subsample__seed3__budget0,credit_default,2000,real_subsample,3,0,ok,cost_fit_seconds,0.0005358330017770641
credit_default__n2000__real_subsample__seed4__budget0,credit_default,2000,real_subsample,4,0,ok,cost_fit_seconds,0.0010108339993166737
credit_default__n2000__smote__seed0__budget20,credit_default,2000,smote,0,20,ok,cost_fit_seconds,0.049526333998073824
credit_default__n2000__smote__seed1__budget20,credit_default,2000,smote,1,20,ok,cost_fit_seconds,0.05022470800031442
credit_default__n2000__smote__seed2__budget20,credit_default,2000,smote,2,20,ok,cost_fit_seconds,0.38958804199501174
credit_default__n2000__smote__seed3__budget20,credit_default,2000,smote,3,20,ok,cost_fit_seconds,0.032882333995075896
credit_default__n2000__smote__seed4__budget20,credit_default,2000,smote,4,20,ok,cost_fit_seconds,0.0330848750018049
credit_default__n2000__tabddpm__seed0__budget20,credit_default,2000,tabddpm,0,20,ok,cost_fit_seconds,51.64885950000462
credit_default__n2000__tabddpm__seed1__budget20,credit_default,2000,tabddpm,1,20,ok,cost_fit_seconds,52.150007459000335
credit_default__n2000__tabddpm__seed2__budget20,credit_default,2000,tabddpm,2,20,ok,cost_fit_seconds,51.609172749995196
credit_default__n2000__tabddpm__seed3__budget20,credit_default,2000,tabddpm,3,20,ok,cost_fit_seconds,51.2335247910014
credit_default__n2000__tabddpm__seed4__budget20,credit_default,2000,tabddpm,4,20,ok,cost_fit_seconds,51.114067624999734
credit_default__n2000__tvae__seed0__budget20,credit_default,2000,tvae,0,20,ok,cost_fit_seconds,19.508242375006375
credit_default__n2000__tvae__seed1__budget20,credit_default,2000,tvae,1,20,ok,cost_fit_seconds,19.24235087499983
credit_default__n2000__tvae__seed2__budget20,credit_default,2000,tvae,2,20,ok,cost_fit_seconds,19.417830124999455
credit_default__n2000__tvae__seed3__budget20,credit_default,2000,tvae,3,20,ok,cost_fit_seconds,19.32835841600172
credit_default__n2000__tvae__seed4__budget20,credit_default,2000,tvae,4,20,ok,cost_fit_seconds,19.197648458000913
credit_default__n2000__ucsmote__seed0__budget20,credit_default,2000,ucsmote,0,20,ok,cost_fit_seconds,0.03740675000153715
credit_default__n2000__ucsmote__seed1__budget20,credit_default,2000,ucsmote,1,20,ok,cost_fit_seconds,0.12853883299976587
credit_default__n2000__ucsmote__seed2__budget20,credit_default,2000,ucsmote,2,20,ok,cost_fit_seconds,0.036653374998422805
credit_default__n2000__ucsmote__seed3__budget20,credit_default,2000,ucsmote,3,20,ok,cost_fit_seconds,0.06949579100182746
credit_default__n2000__ucsmote__seed4__budget20,credit_default,2000,ucsmote,4,20,ok,cost_fit_seconds,0.030703457996423822
credit_default__n200__copula__seed0__budget0,credit_default,200,copula,0,0,ok,cost_fit_seconds,0.30442058299377095
credit_default__n200__copula__seed1__budget0,credit_default,200,copula,1,0,ok,cost_fit_seconds,0.3094423750007991
credit_default__n200__copula__seed2__budget0,credit_default,200,copula,2,0,ok,cost_fit_seconds,0.3109843330021249
credit_default__n200__copula__seed3__budget0,credit_default,200,copula,3,0,ok,cost_fit_seconds,0.30095983300270746
credit_default__n200__copula__seed4__budget0,credit_default,200,copula,4,0,ok,cost_fit_seconds,0.2954496250022203
credit_default__n200__ctgan__seed0__budget20,credit_default,200,ctgan,0,20,ok,cost_fit_seconds,6.471705374999146
credit_default__n200__ctgan__seed1__budget20,credit_default,200,ctgan,1,20,ok,cost_fit_seconds,7.092160333995707
credit_default__n200__ctgan__seed2__budget20,credit_default,200,ctgan,2,20,ok,cost_fit_seconds,6.888414332999673
credit_default__n200__ctgan__seed3__budget20,credit_default,200,ctgan,3,20,ok,cost_fit_seconds,6.6215542089994415
credit_default__n200__ctgan__seed4__budget20,credit_default,200,ctgan,4,20,ok,cost_fit_seconds,6.909477624998544
credit_default__n200__marginals__seed0__budget0,credit_default,200,marginals,0,0,ok,cost_fit_seconds,0.0006857910047983751
credit_default__n200__marginals__seed1__budget0,credit_default,200,marginals,1,0,ok,cost_fit_seconds,0.00047816699952818453
credit_default__n200__marginals__seed2__budget0,credit_default,200,marginals,2,0,ok,cost_fit_seconds,0.0005543339939322323
credit_default__n200__marginals__seed3__budget0,credit_default,200,marginals,3,0,ok,cost_fit_seconds,0.0005118330009281635
credit_default__n200__marginals__seed4__budget0,credit_default,200,marginals,4,0,ok,cost_fit_seconds,0.00048620899906381965
credit_default__n200__real_subsample__seed0__budget0,credit_default,200,real_subsample,0,0,ok,cost_fit_seconds,0.00045612499525304884
credit_default__n200__real_subsample__seed1__budget0,credit_default,200,real_subsample,1,0,ok,cost_fit_seconds,0.000411458000598941
credit_default__n200__real_subsample__seed2__budget0,credit_default,200,real_subsample,2,0,ok,cost_fit_seconds,0.00041649999911896884
credit_default__n200__real_subsample__seed3__budget0,credit_default,200,real_subsample,3,0,ok,cost_fit_seconds,0.00044550000166054815
credit_default__n200__real_subsample__seed4__budget0,credit_default,200,real_subsample,4,0,ok,cost_fit_seconds,0.0003803749932558276
credit_default__n200__smote__seed0__budget20,credit_default,200,smote,0,20,ok,cost_fit_seconds,0.027070208001532592
credit_default__n200__smote__seed1__budget20,credit_default,200,smote,1,20,ok,cost_fit_seconds,0.026130999998713378
credit_default__n200__smote__seed2__budget20,credit_default,200,smote,2,20,ok,cost_fit_seconds,0.026627958999597467
credit_default__n200__smote__seed3__budget20,credit_default,200,smote,3,20,ok,cost_fit_seconds,0.0278595839990885
credit_default__n200__smote__seed4__budget20,credit_default,200,smote,4,20,ok,cost_fit_seconds,0.025092750001931563
credit_default__n200__tabddpm__seed0__budget20,credit_default,200,tabddpm,0,20,ok,cost_fit_seconds,15.989496957998199
credit_default__n200__tabddpm__seed1__budget20,credit_default,200,tabddpm,1,20,ok,cost_fit_seconds,16.04955112499738
credit_default__n200__tabddpm__seed2__budget20,credit_default,200,tabddpm,2,20,ok,cost_fit_seconds,16.073314209003
credit_default__n200__tabddpm__seed3__budget20,credit_default,200,tabddpm,3,20,ok,cost_fit_seconds,17.357543833997624
credit_default__n200__tabddpm__seed4__budget20,credit_default,200,tabddpm,4,20,ok,cost_fit_seconds,16.125826791998406
credit_default__n200__tvae__seed0__budget20,credit_default,200,tvae,0,20,ok,cost_fit_seconds,3.0819607080047717
credit_default__n200__tvae__seed1__budget20,credit_default,200,tvae,1,20,ok,cost_fit_seconds,2.99196083300194
credit_default__n200__tvae__seed2__budget20,credit_default,200,tvae,2,20,ok,cost_fit_seconds,2.9669437499978812
credit_default__n200__tvae__seed3__budget20,credit_default,200,tvae,3,20,ok,cost_fit_seconds,2.915855916995497
credit_default__n200__tvae__seed4__budget20,credit_default,200,tvae,4,20,ok,cost_fit_seconds,2.945078500000818
credit_default__n200__ucsmote__seed0__budget20,credit_default,200,ucsmote,0,20,ok,cost_fit_seconds,0.02675995900062844
credit_default__n200__ucsmote__seed1__budget20,credit_default,200,ucsmote,1,20,ok,cost_fit_seconds,0.026277917000697926
credit_default__n200__ucsmote__seed2__budget20,credit_default,200,ucsmote,2,20,ok,cost_fit_seconds,0.02590829200198641
credit_default__n200__ucsmote__seed3__budget20,credit_default,200,ucsmote,3,20,ok,cost_fit_seconds,0.026368499995442107
credit_default__n200__ucsmote__seed4__budget20,credit_default,200,ucsmote,4,20,ok,cost_fit_seconds,0.0262840409995988
credit_default__n5000__copula__seed0__budget0,credit_default,5000,copula,0,0,ok,cost_fit_seconds,0.928318375001254
credit_default__n5000__copula__seed1__budget0,credit_default,5000,copula,1,0,ok,cost_fit_seconds,1.0017772079954739
credit_default__n5000__copula__seed2__budget0,credit_default,5000,copula,2,0,ok,cost_fit_seconds,1.010082834000059
credit_default__n5000__copula__seed3__budget0,credit_default,5000,copula,3,0,ok,cost_fit_seconds,1.0193017499987036
credit_default__n5000__copula__seed4__budget0,credit_default,5000,copula,4,0,ok,cost_fit_seconds,1.0394339580016094
credit_default__n5000__ctgan__seed0__budget20,credit_default,5000,ctgan,0,20,ok,cost_fit_seconds,46.17871654199553
credit_default__n5000__ctgan__seed1__budget20,credit_default,5000,ctgan,1,20,ok,cost_fit_seconds,47.385784707999846
credit_default__n5000__ctgan__seed2__budget20,credit_default,5000,ctgan,2,20,ok,cost_fit_seconds,48.00269133300026
credit_default__n5000__ctgan__seed3__budget20,credit_default,5000,ctgan,3,20,ok,cost_fit_seconds,47.20567304100405
credit_default__n5000__ctgan__seed4__budget20,credit_default,5000,ctgan,4,20,ok,cost_fit_seconds,48.08962266599701
credit_default__n5000__marginals__seed0__budget0,credit_default,5000,marginals,0,0,ok,cost_fit_seconds,0.0013935419992776588
credit_default__n5000__marginals__seed1__budget0,credit_default,5000,marginals,1,0,ok,cost_fit_seconds,0.0005246250002528541
credit_default__n5000__marginals__seed2__budget0,credit_default,5000,marginals,2,0,ok,cost_fit_seconds,0.0005432499965536408
credit_default__n5000__marginals__seed3__budget0,credit_default,5000,marginals,3,0,ok,cost_fit_seconds,0.000559374995646067
credit_default__n5000__marginals__seed4__budget0,credit_default,5000,marginals,4,0,ok,cost_fit_seconds,0.0005326669997884892
credit_default__n5000__real_subsample__seed0__budget0,credit_default,5000,real_subsample,0,0,ok,cost_fit_seconds,0.001287457998842001
credit_default__n5000__real_subsample__seed1__budget0,credit_default,5000,real_subsample,1,0,ok,cost_fit_seconds,0.00042129200301133096
credit_default__n5000__real_subsample__seed2__budget0,credit_default,5000,real_subsample,2,0,ok,cost_fit_seconds,0.000415082999097649
credit_default__n5000__real_subsample__seed3__budget0,credit_default,5000,real_subsample,3,0,ok,cost_fit_seconds,0.00043154200102435425
credit_default__n5000__real_subsample__seed4__budget0,credit_default,5000,real_subsample,4,0,ok,cost_fit_seconds,0.00041229199996450916
credit_default__n5000__smote__seed0__budget20,credit_default,5000,smote,0,20,ok,cost_fit_seconds,0.049903457998880185
credit_default__n5000__smote__seed1__budget20,credit_default,5000,smote,1,20,ok,cost_fit_seconds,0.05150945900095394
credit_default__n5000__smote__seed2__budget20,credit_default,5000,smote,2,20,ok,cost_fit_seconds,0.050102875000447966
credit_default__n5000__smote__seed3__budget20,credit_default,5000,smote,3,20,ok,cost_fit_seconds,0.051054499999736436
credit_default__n5000__smote__seed4__budget20,credit_default,5000,smote,4,20,ok,cost_fit_seconds,0.05113237499608658
credit_default__n5000__tabddpm__seed0__budget20,credit_default,5000,tabddpm,0,20,ok,cost_fit_seconds,49.96489958299935
credit_default__n5000__tabddpm__seed1__budget20,credit_default,5000,tabddpm,1,20,ok,cost_fit_seconds,50.37507720800204
credit_default__n5000__tabddpm__seed2__budget20,credit_default,5000,tabddpm,2,20,ok,cost_fit_seconds,50.52117262500542
credit_default__n5000__tabddpm__seed3__budget20,credit_default,5000,tabddpm,3,20,ok,cost_fit_seconds,50.65746079100063
credit_default__n5000__tabddpm__seed4__budget20,credit_default,5000,tabddpm,4,20,ok,cost_fit_seconds,50.833932583002024
credit_default__n5000__tvae__seed0__budget20,credit_default,5000,tvae,0,20,ok,cost_fit_seconds,35.298854332999326
credit_default__n5000__tvae__seed1__budget20,credit_default,5000,tvae,1,20,ok,cost_fit_seconds,34.71592162500019
credit_default__n5000__tvae__seed2__budget20,credit_default,5000,tvae,2,20,ok,cost_fit_seconds,34.561880957997346
credit_default__n5000__tvae__seed3__budget20,credit_default,5000,tvae,3,20,ok,cost_fit_seconds,34.6780473750041
credit_default__n5000__tvae__seed4__budget20,credit_default,5000,tvae,4,20,ok,cost_fit_seconds,34.750701584001945
credit_default__n5000__ucsmote__seed0__budget20,credit_default,5000,ucsmote,0,20,ok,cost_fit_seconds,0.049016874996596016
credit_default__n5000__ucsmote__seed1__budget20,credit_default,5000,ucsmote,1,20,ok,cost_fit_seconds,0.047607041997252963
credit_default__n5000__ucsmote__seed2__budget20,credit_default,5000,ucsmote,2,20,ok,cost_fit_seconds,0.046185208004317246
credit_default__n5000__ucsmote__seed3__budget20,credit_default,5000,ucsmote,3,20,ok,cost_fit_seconds,0.04813812500651693
credit_default__n5000__ucsmote__seed4__budget20,credit_default,5000,ucsmote,4,20,ok,cost_fit_seconds,0.047384625002450775
credit_default__n500__copula__seed0__budget0,credit_default,500,copula,0,0,ok,cost_fit_seconds,0.33279016699816566
credit_default__n500__copula__seed1__budget0,credit_default,500,copula,1,0,ok,cost_fit_seconds,0.350039958000707
credit_default__n500__copula__seed2__budget0,credit_default,500,copula,2,0,ok,cost_fit_seconds,0.34147408299759263
credit_default__n500__copula__seed3__budget0,credit_default,500,copula,3,0,ok,cost_fit_seconds,0.37086654100130545
credit_default__n500__copula__seed4__budget0,credit_default,500,copula,4,0,ok,cost_fit_seconds,0.35335487499833107
credit_default__n500__ctgan__seed0__budget20,credit_default,500,ctgan,0,20,ok,cost_fit_seconds,9.768504207997466
credit_default__n500__ctgan__seed1__budget20,credit_default,500,ctgan,1,20,ok,cost_fit_seconds,9.726749875000678
credit_default__n500__ctgan__seed2__budget20,credit_default,500,ctgan,2,20,ok,cost_fit_seconds,9.561685915999988
credit_default__n500__ctgan__seed3__budget20,credit_default,500,ctgan,3,20,ok,cost_fit_seconds,9.746669707994442
credit_default__n500__ctgan__seed4__budget20,credit_default,500,ctgan,4,20,ok,cost_fit_seconds,9.791331166998134
credit_default__n500__marginals__seed0__budget0,credit_default,500,marginals,0,0,ok,cost_fit_seconds,0.0005108330005896278
credit_default__n500__marginals__seed1__budget0,credit_default,500,marginals,1,0,ok,cost_fit_seconds,0.0005881660035811365
credit_default__n500__marginals__seed2__budget0,credit_default,500,marginals,2,0,ok,cost_fit_seconds,0.0004821249967790209
credit_default__n500__marginals__seed3__budget0,credit_default,500,marginals,3,0,ok,cost_fit_seconds,0.0005027080042054877
credit_default__n500__marginals__seed4__budget0,credit_default,500,marginals,4,0,ok,cost_fit_seconds,0.0004893750010523945
credit_default__n500__real_subsample__seed0__budget0,credit_default,500,real_subsample,0,0,ok,cost_fit_seconds,0.00038874999881954864
credit_default__n500__real_subsample__seed1__budget0,credit_default,500,real_subsample,1,0,ok,cost_fit_seconds,0.0003843750018859282
credit_default__n500__real_subsample__seed2__budget0,credit_default,500,real_subsample,2,0,ok,cost_fit_seconds,0.000391708999814
credit_default__n500__real_subsample__seed3__budget0,credit_default,500,real_subsample,3,0,ok,cost_fit_seconds,0.0003877500057569705
credit_default__n500__real_subsample__seed4__budget0,credit_default,500,real_subsample,4,0,ok,cost_fit_seconds,0.00041887499537551776
credit_default__n500__smote__seed0__budget20,credit_default,500,smote,0,20,ok,cost_fit_seconds,0.028474291997554246
credit_default__n500__smote__seed1__budget20,credit_default,500,smote,1,20,ok,cost_fit_seconds,0.02725816699967254
credit_default__n500__smote__seed2__budget20,credit_default,500,smote,2,20,ok,cost_fit_seconds,0.02744758300104877
credit_default__n500__smote__seed3__budget20,credit_default,500,smote,3,20,ok,cost_fit_seconds,0.028898667005705647
credit_default__n500__smote__seed4__budget20,credit_default,500,smote,4,20,ok,cost_fit_seconds,0.0267729170009261
credit_default__n500__tabddpm__seed0__budget20,credit_default,500,tabddpm,0,20,ok,cost_fit_seconds,26.631863124996016
credit_default__n500__tabddpm__seed1__budget20,credit_default,500,tabddpm,1,20,ok,cost_fit_seconds,26.605838499999663
credit_default__n500__tabddpm__seed2__budget20,credit_default,500,tabddpm,2,20,ok,cost_fit_seconds,28.3608855410057
credit_default__n500__tabddpm__seed3__budget20,credit_default,500,tabddpm,3,20,ok,cost_fit_seconds,26.768488082998374
credit_default__n500__tabddpm__seed4__budget20,credit_default,500,tabddpm,4,20,ok,cost_fit_seconds,26.714008584000112
credit_default__n500__tvae__seed0__budget20,credit_default,500,tvae,0,20,ok,cost_fit_seconds,5.897983625000052
credit_default__n500__tvae__seed1__budget20,credit_default,500,tvae,1,20,ok,cost_fit_seconds,5.872982458000479
credit_default__n500__tvae__seed2__budget20,credit_default,500,tvae,2,20,ok,cost_fit_seconds,5.876985333998164
credit_default__n500__tvae__seed3__budget20,credit_default,500,tvae,3,20,ok,cost_fit_seconds,5.866534791006416
credit_default__n500__tvae__seed4__budget20,credit_default,500,tvae,4,20,ok,cost_fit_seconds,5.905648250001832
credit_default__n500__ucsmote__seed0__budget20,credit_default,500,ucsmote,0,20,ok,cost_fit_seconds,0.02646883299894398
credit_default__n500__ucsmote__seed1__budget20,credit_default,500,ucsmote,1,20,ok,cost_fit_seconds,0.027136458003951702
credit_default__n500__ucsmote__seed2__budget20,credit_default,500,ucsmote,2,20,ok,cost_fit_seconds,0.027945417001319584
credit_default__n500__ucsmote__seed3__budget20,credit_default,500,ucsmote,3,20,ok,cost_fit_seconds,0.026138374996662606
credit_default__n500__ucsmote__seed4__budget20,credit_default,500,ucsmote,4,20,ok,cost_fit_seconds,0.02855533399997512
diabetes130__n10000__copula__seed0__budget0,diabetes130,10000,copula,0,0,ok,cost_fit_seconds,2.9106112910085358
diabetes130__n10000__copula__seed1__budget0,diabetes130,10000,copula,1,0,ok,cost_fit_seconds,2.7741962910076836
diabetes130__n10000__copula__seed2__budget0,diabetes130,10000,copula,2,0,ok,cost_fit_seconds,2.9646406670071883
diabetes130__n10000__copula__seed3__budget0,diabetes130,10000,copula,3,0,ok,cost_fit_seconds,2.8953172500041546
diabetes130__n10000__copula__seed4__budget0,diabetes130,10000,copula,4,0,ok,cost_fit_seconds,2.779916792002041
